score,text
0,뭐죠.. 이 애매모호함... 솔직히 너무 실망입니다. 기승전 잔잔하다 못해 지루함의 끝판왕! 보통 저예산 독립영화보다도 못한... 한국인 이민자인데 한국말이 너무 서툴러서 보는내내 거슬림... 제목만 미나리인 결말이...
0,영화평론가들의 장난.
0,음.. 뭔가 똥싸고 안닦은 느낌이에요.. 윤여정님이 연기로 하드캐리하셨고 스티븐 연은 한국의 아버지가 아니고 교포느낌이 너무나서 아쉬웠어요. 엔딩때는 아뭐지 끝났나? 이런느낌 ㅠ 기대를 너무 해서 봤나봐요
0,윤여사 수상작이라서 봤더만 불면증만 치료하고 옴
0,"윤여정님 오스카 수상으로 흥미가 생겨서 봤습니다. 애초에 대단한 걸 기대한 건 아니고 싱글라이더, 아무도 모른다 같은 류의 잔잔한 울림 정도는 있지 않을까 했는데 그것조차도 큰 기대였던 것 같습니다. 윤여정님 연기야..."
0,진짜 ㅋㅋ국뽕 빼고보면 평점 2점준다
0,이런 연기로 조연상? 아쉬운데
1,아.먹먹한 가슴.윤여정님.모든 배우님들.감독님.스탭분들.고맙습니다.
0,재미 없는데요....
0,완전 노잼 재미없음.ㅋㅋ
0,다큐임? 내 귀중한 시간을 냠냠해버린 올해의 영화로 기억될듯
0,어제 저녁 가족이랑 보고왔는데 솔직히 그저그렇다고 느껴지네요..ㅠㅠ
0,"기대하고 봤는데 대사 하나하나 어색하고 내용도 그닥,,,"
0,평점이 높아서 낮춘다. 지루하고 공감도 별로안됨. 특히 이영화에서 윤여정의 연기가 뛰어난부분이 없는데 차라리 스티븐연이나 한예리를 상주던지 ㅋㅋ 미스테리다
0,도대채 이게 뭔 내용이고 아 잼이드럽게없네이게 영화냐
0,너무 재미없다. 감동? 연기력? 뭐가????
0,일보고 밑안닦고 나온 듯한 결말. 연기도 그닥... 내가 뭘 본거지?
0,하.. 기대가 컸다 정말..
0,이영화는 미국인들만 좋아하는것 같어요. 뭔 작품성은 ㅜ이것도 영화라고 ㅜ
1,"누구나의 마음에 자라날 미나리는, 새롭게 시작 할 수 있는 우리 인생 길의 마중물. 여운이 진하고 전해지는 메세지가 참 많았습니다."
1,잔잔한영화 인데도 전혀지루하지않고 몰입해서 봤어요. 너무좋았습니다
0,"연기자 분들 연기 참 잘 하시네요 그에 비해 스토리가 정말... 비한국인이 좋아할 만하군요 한국인이 싫어하는 속도를 극혐하시는 분에게 이 영화를 추천드립니다 암, 추천하고 말고요"
1,영화관을 나와 영화의 의미를 알아챌수록 더 좋은 영화 인것 같습니다.
0,유명해서 유명한 영화. 이제 제발 '무슨상 수상' 이런거에 난리 좀 그만 쳤으면..
1,영화를보는눈을다시뜨게하는화입니다.우리는흔히영화를볼때기승전결을기대하고그런전개에익숙해져있습니다. 헌데이영화에서는영화통째로승이자전인듯합니다.뭔가극적인결말을꿈꾸는우리네인생이지만늘그렇듯인생은승이자전일수밖에없습니다.이런점을꿰뚫...
1,미나린 어디서든 잘 자라납니다 우리 또한 그럴 것입니다
1,영상미 있고 향수를 자극
1,아직도 이불에 남아있는 우리 할머니 냄새
1,"혼영하기 좋은 영화입니다! 모든 배우들이 정말 훌륭한 연기를 보여주었습니다. 시즌2가 보고 싶네요 ㅠㅠ엄청 재밌다고는 할 수 없지만, 잔잔한 그냥 인생이야기를 보는 느낌입니다. 미국영화라고하는 이유를 알것 같아요. ..."
0,확실히 오스카는 재미보다는 뭔가모를 어떤 특이점에 대해 평을 내리는거 같다. 사실 우리나라가 아무리 가부장적이라 해도 저런식으로 마치 일본풍으로 가부장적이진 않았다. 그림은 한국이민가족 이야기인데. 보면 뭔가모를 일...
1,와우 정말 재밌어요!! 근데 제일 궁금한 건 병아리 감별할 때 뭐 찍던데 그게 뭐죠??
1,잔잔하고 별 거 없는데 그게 별 거였다.
0,감독 뭘말하고 싶은거냐?
0,개인적으로는 재미없었네요...
0,코엑스 메가박스에서 보는데 옆자리에 앉은 아줌마 두명이 마스크 벗고 전혀 웃기지 않은 장면에서 계속 깔깔거리며 웃는데 주먹으로 코를 갈기고 싶었다
0,"큰상받은 영화라고 해서 많이 기대하고 봤었어요... ,,,,....코로나시작하고 영화관에 처음 가본거였는데..,,..,.,,.,,.,.."
0,이정도 스토리 가지고 영화 찍은 강심장 보소. 배우의 표정 이걸로 영화 만든게 다다.
1,잔잔하면서도 가슴뭉클해지는 영화입니다. 억지로 감동을 끌어내는게 아니라 사실 그대로의 미국 이민 생활을 보여주어 더 감동적입니다.
1,한 사람이 성장하기까지의 가정의 여러 요소들을 섬세히 담은 영화라 좋습니다. 사실 우리들은 매우 큰 사건들보다 일상의 작은 사건들로 성장하고 살아가게 되는것 같아요.
1,보편적이고 아름답고 슬펐어요 너무너무 좋았어요특히 데이빗 정말 귀엽네요
0,평점이 높은 이유를 모르겠어요...
0,넘버원! 1점 드립니다^^
1,"스크린에서 보기에 매우 적합한 영화이다.미나리의 인사, 빛 , 불 등의 요소들을 노트북화면으로 본다면 이만큼의 느낌을 받지 못했을 것이다.음악,미술 측면에서도 아주 훌륭해서 영화가 종합 예술이라는것을 다시금 확인한다..."
0,이거 볼 시간에 기생충보다 훨씬 더 재밌었던 1917을 봅시다
1,"후기에서 지루하거나 그렇다는 의견 보고 진짜 기대 안하고 갔는데, 난 재밌던데? 엄청난 재미는 아니지만 충분히 재밌음. 보길 잘했음 영상미도 굳. 당연한 얘기지만? 윤여정선생님 진짜 짱이심"
0,무슨 감동? 어디서 ? 상 받았다고 요란을 떠는 영화는하나같이 '전혀 아니올시다'가 정답인게알바들이 올린 평점보고 혹해서 가질 마시길.
0,상대적이다...뭐가 서구문화에 호기심을 자극했는가...역시 윤선생은 또 그연기....
0,수 많은 상 받은 자체가 놀랍다.핵노잼.나만 당 할 수 없다.가서 보세요
1,"생각지도 못한 연기, 결말까지 좋습니다.감동!!"
0,과대평가 된 짜증나는 영화
0,무슨내용인지 정확히 모르겠어요중요한 부분들이 생략된 기분이랄까좀더 스토리가 꽉찼다면하는 아쉬움이 드네요상받을 정도의 영화라던가이슈가 될 만한 영화라던가솔직히 잘 모르겠어요
0,모르겠어요.. 왜 어떤부분에서 윤여정이 상을빅있는지.... 진짜 상만아니면 안볼영화
0,재미없어요 재미없어요 재미없어요
1,처음보는 할머니와 손자의 관계가 점점 앞으로 나아가는 모습이 정말 감동적이었다
0,10점줘야 한국인인데 이영화는 어찌보는거죠?어디서  전세계를 뒤흔든거죠ㅜㅜ공부기필요하네요ㅜㅜ
0,역시나... 소문 난 잔치상에 먹을 것 없다더니...
0,왜? 뭘? 심사위원이 수상하다. 아카데미 수준 이하란걸 알게되었다.
0,할머니가 왜 아픈지 모르겠다
0,내가 문제있는걸까 내가 명작을 못 알아보는 사람인가 싶었던 영화....도대체 어떤 걸 표현하고 싶었던건지..
0,미래없는 희망을 붙잡는 복잡미묘한 심정들에대해 묘사한 것 같다. 무시할만해보이는 것들이었지만 거기에도 의미가 있다는 걸 말하고 싶었던걸까? 그런 의도에 반해 배우들의 외모나 행동양식이 전형적으로 서양인이 보는 한국인...
0,와 시간 아깝다ㅎ 이건아니지..
0,미나리밭이  너무 부실...ㅋ
0,흐미....ㅔ.이이이내..시...ㅇ...ㅣ...간...
0,일단 너무 재미없음 ㅋㅋㅋ
0,거품이 많은 영화 솔직히 이렇게까지 관심히 쏠린거 이해 못하겠음 제목 미나리가 뭔 이유인지도 모르겠고 특출난게 없음 그냥 킬링타임용
0,뭐지?내가 넘 기대가 컸나?기생충이 참 대단한 영화였다는걸 이 영화를 보고 느꼈음.윤여정씨 연기가 대단하다고 느껴지진 않던데?내가 예술이라던지 감독이 전하려던 메세지 잘 못느끼는 멍청이 맞겠죠?
0,그냥..잔잔하고 외국과 관점차이가 심하다는걸 느꼈습니다...
0,"하도 언론에서 미나리에 대한 평을지나칠 정도로 관심을 보이고우리 배우가 미국에서 상후보자라해서, 매스컴에서 하도 광고를 해서집에서 보게되었다.여태 한국 영화들이 보여줬던감동에 비해 크게 감동이나, 좋은 영화인지 저한..."
0,"이 영화는 이민자의 삶을 그린 미국영화라 느껴지네요. 공감도 안되고, 발음도 잘 안들려서 한국판도 자막이 있었으면 할 정도였어요. 배경 세대를 떠나서 너무 일부의 이야기입니다. 오히려 동양인 미국 이민자들의 공감이 ..."
0,솔직히 너무 이슈가 많이된영화 재미없다
0,개인적으로 그저 그랬어요사람마다 다르니깐요
0,"아마도 코리안 거품의 최대 수혜를 받은 영화가 아닐지... 각본, 연기, 연출 모두 과대평가 되었다."
0,저는 빡대가리라서 그런지  뭘 말하고싶은지를 모르겠습니다
1,슬플것 같았으나 슬프지는 않은
1,실제 할머니 인상과 너무 다른 나쁜이미지라 좀 실망했어요TV 복싱보며 손자 식사를 알아서 먹으라고 하는 그런부분이 너무 동떨어진 내용
1,현실적이라 착잡해요 진짜 근데 연기와 스토리는 좋아요
1,"영화보고 집에 가서도 여운이 남을 정도로, 마음에 길게 남았습니다.!‘가족’,’부모님’에 대해 다시한번 생각해보게 되네요. 소소하지만 마음에 여운이 남는 영화입니다!"
0,대추나무 사랑 걸렸네 비슷함 토마토 가지에 물주다가 할매 노망나서 불타고 끝 노잼 네이버 관람객 평점 쓸려면 네이버에서 예매해야만 가능하다는데 CGV는 되지도 않음 이게 더 거지같네
1,개척해내는 것의 어려움과 절박함에 자꾸 눈물이 났다 지금 이 어려운 시대에 우린 이민자가 아니어도 새롭게 시작하는 다수가 주변에 있고 할머니처럼 괜찮다고 잘될거라고 얘기해줘야 겠다 그게 씨앗이 되어 정이삭 같은 감독...
1,"여러분들 농사가 많이 힘듭니다. 남자가 진짜 성공하고 싶으면, 자신이 부양해야 할 사람들을 많이 두지 않는 것이 모두를 위한 것 같습니다 ."
0,기대치가 컷던것같다. 결말부분 신랑이랑눈이 마주침.이건머선일이고???
0,기대를 했던 내가 바보인가.. 너무 기대 했었나.. 한국정서론 도무지 이해가 안감.. 결말도 흐지부지 되고이게 왜 해외에서 상을 휩쓸고 다니는지 이해가 솔직히 안감..그냥 연기만 잘할 뿐이지.. 감동 없었네요 전.....
0,그냥 계속 잔잔해요...
0,"아까전에 보고 왔는데, 재밌진 않아요.지루하고,잔잔하고,조용한 영화에요.무슨 내용인지 잘은 모르겠지만 배우 윤여정님이 나오셔서 보는 맛은 조금 솔솔했지만 재미는 없었어요"
1,"로마, 실버라이닝 플레이북과 결이 비슷한 영화. 우리 각자는 미완성이지만 서로가 있기에 완성될 수 있다는 믿음. 사랑하는 이들과 함께라면 어디에서든 잘 살아나갈 수 있다, 어느 땅에서나 잘 자랄 수 있는 미나리처럼...."
0,생각보다 별로... ㅠㅠㅠㅠ
0,진짜 재미 없고 결말도 별로... 중간에 한 몇 분 자서 그런가 뭐가 감동적이라는 건 지 잘 모르겠다
0,"결말이,,, 좀 제 스타일이 아니였어요ㅠㅠ"
1,주연 아버지역을 한국배우로 해도 되지 않았을지.. 좋았습니다. 델몬트주스병에 담긴 보리차같은 영화란 평이 와닿네요^^
0,어캐 상 받았는지 궁금하네
1,전반적으로 좋았으나 엄청 임팩트 있진 않았습니다.
0,원래 상받은 영화들은 재미가 없다. 기생충처럼 일부만 빼고
0,뜬금 없는 스토리 진행에 큰사건으로 성공 말아먹었는데 그냥 허무하게 끝
1,가족이라는 복잡한 희극과 비극.... 그 복잡한 단면을 이렇게 섬세하게 담을 수가 있을까.
1,고통이 현재진행형인 사람들에게 더 큰 의미가 있을만한 영화. 삶을 흩어버릴만한 고난을 통과하면서 오히려 그 시간을 함께 버티게 되는 가족들의 이야기. 여러가지 삶의 모순이 이야기를 열고 닫는 문이 되어준다. 신기했던...
1,가족이란 무엇일까 질문하고 생각하게 해주는 영화였습니다. 특히 할머니(윤여정)의 세상. 그 깊이를 조금이나마 헤아려 볼 수 있었던 시간이었습니다. 부모가 된다는 것은 세상에서 가장 용감한 사람이 되는 일인 것 같습니...
1,"자칫 신파조가 될 수도 있었으나 감독은 감정을 최대한 억제하면서 관조하는 모습을 보여줌.연기 앙상블, 음악이 좋음"
1,"아무데서나 잘 자라고, 누구에게나 쓸모있는 미나리처럼 기어이 가족으로서 뿌리내리는 행보. 그렇게 가족이 되어가는 모습이 아름다웠다. 특히 끝부분, 마룻바닥에서 다함께 잠들어있는 모습은 감동적...그것을 지켜보는 할머..."
1,"아이고  아이고 어떻게 어떻게 하면서 봤어요. 내 안의 정서가 ""아이고 어떻게...""안타깝고,  영상이 너무 아름 답고 얇은 솜이불처럼 따뜻했어요.  널뛰는 감정없이 잔잔하게 보고나오는데 기분이 상쾌했..."
1,"특유의 한국영화처럼 '당장 울어라, 타이밍 지금이야!' 이런게 없어서 저는 더 좋았어요. 엄청난 몰입도는 아니었지만, 한 사람의 특정시점에서의 자전적 이야기를 영화로 잘 재구성한것 같습니다. 과거 한국..."
1,최근 본 영화 중에 가장 꾸밈이 없고 사실적이고 진심이 가득 담긴 영화였어요. 모두가 봤으면 합니다.
1,모두 높은곳만 바라볼때 낮은곳에 있는 미나리와 십자가 좋은영화네요.
1,영화 끝나고 자꾸 생각나는...먹먹함
1,디테일한 연출과 연기력이 돋보이는 작품입니다
1,잔잔한 영상과 스토리가 요즘 영화와 다르지만 감동을 주었습니다.
1,잔잔히 흘러가는 구름처럼 자연스럽게 스며드는 삶을 담은 영화
1,잔잔하고 먹먹하고 감동적이게 봤어요 개인적으로는 너무 잘봄
1,아기들이 너무 귀엽다 귀파줄 때 최고
1,“집으로” 가 문득 떠오르는 영화. 할머니와 손자의 감정선의 변화가 사랑스러움
1,잔잔하게 보기 좋았고 여러가지 포인트들이 좋았어요. 잔잔하게 뭔가 알수없이 밀려오는게 좋았어요.
1,감동적이에요! 강추에요!!최근에 본 영화 중에 제일 가슴을 울렸어요!
1,그냥 리틀포레스트처럼 잔잔하게 힐링하는 느낌으로 보는 영화같아요 스토리는 모르겠는데 잔잔함일단
1,전하고자 하는 메세지를 해석 하며 보는 재미가 있었습니다. 너무 어렵지도 너무 쉽지도 않게 영화속에 여러 요소들의 메세지와 내용을 심어 놓으신것 같아 영화에 좀 더 몰입이 되었던거 같습니다. 부디 미나리라는 영화가 ...
1,코로나 사태 아후 최고국내 영화
1,전 너무 좋게 봤습니다. 한국영화에서는 이전에 없던 느낌의 연출이였던것 같구요. 영상미 음악 연기 연출 빠지는게 없네요.엔딩도 마음에 듭니다. 그들의 진정한 시작을 응원하고 싶네요
1,먹먹하고도 잔잔한 이야기속에 담긴 무거운 교훈삶의 진실과 시대를 넘은 유산에 대한 찬가
1,생각하게 만드는 영화였습니다
1,어릴 때 할머니랑 같이 살았는데 어릴 때 생각 나서 코끝이 찡해지는 영화였어요. 이제 커서 보니 아빠와 엄마는 어떤 마음이었을지 생각해보게 되네요. 그리고 영상미가 너무 좋아요. 마지막으로 데이빗 너무 귀여워요.
1,윤며들었다. 잔잔하고 차분한 영화.
1,가장 개인적인 소재로 가장 보편적인 깨닳음을 주다.
1,"가족은 어떤 고난이 닥쳐도 결국은 모이는 게 가족인 것 같다. 매우 고되기도 하고, 가끔 싸우기도 하면서도 가족은 가족이란 이름으로 소중하다."
1,과하지않고부족하지도않은잔잔한 감동진한 여운이 남는다 ~
1,표정 하나로 모든걸 설명하는 연시의 절정.
1,잔잔하니 보기좋았습니다 데이빗졸귀
1,잔잔한 휴머니즘. 곁에 있는건 가족뿐
0,이민자들한테는 공감 많이 되는 내용이라던데... 딱히 공감도 안되고 그냥 저예산 영화 딱 그정도 느낌이었음
1,큰 기대하지않았는데 시간가는줄 모르고봤습니다현실적이라 더 감동적이네요
1,조연상 받기엔 분량이 너무 적지 않았나요?
0,미국 사람들이 어떤 감동 포인트가 있는지 모르지만 한번 보고 이게 도대체 왜 상까지 받을 만한 영화인가??라고 느껴서 다시한번 보자 생각하고 다시 한번 봤지만 난 아직도 이해가 되지 않는다.인터넷에 후기를 봐도 내가...
0,돈주고 보기는 아까운 영화ㅠ.ㅠ
0,이게 그렇게 대단한 영화인가요?   전 어느부분에서 감동 받아야되는지도 모르겠던데
0,김여정이 어떻게 수상하였는지.... 의문이다
0,이것도  영화라고..ㅠ
0,배우들 딕션이 너무 안좋아서 뭐라하는지 모르겠고 결말이 너무 이상해요 상황 넘어가는 그 카메라 움직임과 넘어가는 포인트가 너무 뜬금없어요 보면서 느낀점이 없어요 보지마세요 제발!
1,미나리처럼 어디서든지 무럭무럭 자라고 뿌리 내리길
0,정말 재이없다. 볼 게 없다. 공감도 안 된다. 아카데미는 무슨...정말 비추. 학생이 만든 졸업작품 같음.
0,기대치에 어긋나고 그냥 보통 이하입니다
1,인생의 아이러니. 그렇게 싫고 지긋지긋해서 도망가려했는데 모든것이 무너지고 난 후 오히려 애틋해졌다.
1,"연기가 감동적이었고, 가족이 얼마나 소중한 존재인거라는것을 다시 한번 느끄게 해주는 영화이었던 같습니다. 어려운 미국 이민 생활을 꾸려가는 모습엔 다음 세대를 위한 희망적인 메세지가 고스란히 담겨져 있었고, “미나리..."
1,연기력으로 끌고가는 영화
1,"배우들 연기, 스토리가 좋은 영화. 참 오랜만이다.윤여정 선배님의 등장으로 이 영화가 환기됐다."
1,기대를 하면 반감된다고 해서 맘 비우고 봤네요.보는 내내. . 손주들에게 무한 사랑을 주는 할머니. .딸이 고생할까봐 힘들까봐 무엇이든 도와주려는 엄마. .보면서 친정 엄마 생각해 영화 보는 내내 울컥하는 감정을 꾹...
1,잔잔한감동이네요.연기력은 쵝오예요
1,은은하게 감동적인 영화
1,꿈을 가지고 미국에 이민 온 한국인가정이 새로운 환경에서 살아내기 위해 노력하는 그러나 녹녹치 않은 현실을 그리고 있다.  할머니 윤여정씨 연기가  마치 나의 할머니 같이  와닫고 7세의 손자 데이빗의 연기 귀엽고 ...
0,"주제는 좋으나 거기에 해당되는 에피소드의 부재, 한인들간의 갈등을 언급하지만 에피소드의 부재, 그렇게 스토리와 갈등이 없다보니, 조연급은 물론이고 심지어 주연 캐릭터의 필요성 조차도 느껴지지 못한다. 7,80년대에 ..."
1,배우들 섬세한 연기 굿.
0,.. 윤여정 최근  해왔던  국내 영화 할머니역이 연기도  스토리도  감동적인게 더 많음 / 아빠와 자녀들은 실제 교포이다 보니 한국어 발음 어색하고 할머니케릭터는 흔하디흔한 한국 할머니인데   외국인 시각에서는 구...
0,"진짜 재미없어여 ㅠㅠ타국생활의 애환을 주제로 정말 많은 이야기를 할수 있을텐데 연기면 연기, 어색한 농부 설정, 스티븐연의 어색한 한국어 연기~미스캐스팅이었습니다. 이민 1세가 아닌 2세였음 차라리 자연스러웠겠네요"
0,왜 그렇게 많이 노미되었는지---모르겠슴.
0,그닥 띄울 영화는 아닌거같다
1,두시간이ㅜ금방 갑니다...덤덤한 슬픔 같은거에요..현실이지요
1,"행복합니다.자연과 그리고 가족특히, 할머니와 손주의 케미가 있는 영화인데이게 재미없을리가 없잖아요"
0,평점 괜찮아서 진짜 오랫만에 영화관가서 봤는데...하... 재밌고 재밌고가 아니라 그냥 내용이 없어요... 계속 답답하기만해요
1,딩동ㅋㅋ브로큰!!!!
0,미국은 잔잔한 영화가 없나봄
0,별로
1,애쓰지 말자미나리미나리 원더풀서로를 구해주자던 그 말을 잊지 말자
1,데이빗과 할머니의 변화되어가는 감정교류가 인상적이었습니다.
0,"느낀점 : 여자의 xx감성은 현실에 아무 도움이 안되며, 노인 문제는 이시대 가장 심각한 화두이다."
1,1년동안 감정없이 살아왔던 저를 울렸습니다
1,"인생영화 등극.. 배우들 연기도 좋고 배경, 음악도 좋았어요"
1,"삶은 미나리 같다는 상징성 너무 멋진 영화였어요.절재와 작가의 깊은 내면의 시선이 참 훌륭해요 음악도 훌륭하고, 배우들의 연기도 좋더군요.영화 엔딩 크래딧이 올라갈때 나오는 노래가 영화의 깊은 여운을 더해 줍니다."
0,뭐 본거같지도 않고.... 결말도 흐지부지.... 그래서 뭐 어쨌다는건지????!???? 이해도 안되고 재미없어요
0,0점이 없어서 1점 줬습니다. 할많하않
1,많은걸 생각하게해주는 영화예요엄마랑 잘 봤어요
0,아 진짜 개 노 잼. 케이블티비 드라마가 더 재밌다
1,문명특급 윤여정여사님 편 보고 영화 보러 왔는데 재밌네요좀 지루 할거같아서 걱정했는데 지루하지 않고 재밌었습니다~
1,할머니와 데이비드의 케미가 너무나 돋보였던 영화! 브로큰 띵동이 자꾸 맴돈다...
0,좀 기대하고 보긴 봤는데 기대에 못 미쳣어요..지루하고 너무 잔잔하고 재미도없구요ㅜㅜ보지마세요...돈아까움 전개가좀..
0,이 정도로 재미 없기도 쉽지 않은데... 내가 이상한건가...
0,솔직히 재미가 너무 없네요.. 재미가 곁들어진 기생충 만큼 성공은 힘들듯 합니다 .. 차라리 워낭소리 재개봉 했으면 하네요
0,1980년대 미국 이민자 이야기이지만 별다른 것도없고 어색한 연기로 감정 전달도 어설퍼서 내가 왜 이걸보고있지?하는생각만 든다. 영화에서 윤여정 연기만 남았다. 그냥 가족비디오일뿐이니 국제영화제 수상에 속지말자.
0,재미없어요... 뻔한 한국영화고 이렇다 할 스토리도없고요 잔잔한 영화 좋아하는데도 별로네요. 돈 아까워요 ㅠ 윤여정 배우님 아니면 망했을 것 같네요..
0,보시면 후회해요 마지막 사람들이 다같이 뭐지~합니다
1,"영화가 시작하는 싯점부터 작정하고 보게 만든다ㆍ낮게 깔린 음악이 또한 그렇다ㆍ내가 살아온 세상ㆍ우리엄마,아버지가 살아오셨던 세상사는 이야기다ㆍ너무나 한국적이어서 더 애잔하고 귀하다정이삭 감독 멋지다이렇게 한국적인 맛..."
1,편안한 영상과 배우들의 안정된 연기가 좋았고잔잔한 감동과 재미가 더해져 여운이 남네요
1,배우들의 감정신이 너무 좋왔어요  내용도 가슴이 뭉클 했어요
1,잔잔한  여울이  있는  영상미  아름다운  영화네요
1,몇년만에 극장에서 본 영화인지 모르겠습니다.그 영화가 미나리라서 영광이에요.
1,"To all the grandmas. 쓸데없이 감동을 인위적으로 자극하려고 하지도 않고, 있는 그대로 우리의 “삶” 을 표현하고자 한 영화의 연출이 감동적이고 공감이 갔습니다. 또한, 이세상 말도 안되고 안 될 것 ..."
1,보이지 않는 것을 보는 듯한 윤여정의 눈빛
1,과하게 감정을 자극하는 게 아니라 담담히 현실적으로 보여주는 것 같아서 오히려 위로가 되고 좋았음. 눈물과 웃음이 번갈아 나왔던..
1,"외국생활을 하면서 똑같은 처지와 사건 및 상황은 아니지만 문제에 빠지고 그것을 해쳐나가는 모습이 극적으로 다가오고 감동적이었습니다. 작중 할머니의 연기는 억지스러움이 일체 없었으며, 정말 우리네 할머니 그 모습 자체..."
1,"따뜻하지만 담담하게 그려낸 감독, 마음까지 와닿는 연기를 해준 배우들, 아름다운 음악들, 영상미.. 모두 너무 열일한 소중한 영화"
1,여운이 길게 가는 영화네요. 배우들 연기도 최고
1,잔잔함이 꽉차네요...이런 게 필요했어요. 좋은 영화에요.
1,"스토리가 잔잔하다고 지루할까 걱정했지만, 정말 몰입해서 봤어요. 섬세한 스토리와 연출 덕분에 보는 내내 기분이 좋더라구요.. 생각해보면 마냥 행복한 이야기는 아니지만, 왜인지 따듯한 이야기였습니다. 오랜만에 인생영화..."
1,"우리 모두 미나리, 원더풀 원더풀"
0,우리 솔직해져 봅시다. 배우들 연기는 높게 평가하는데 이 영화 재미있었나요? 우리 가족은 지루해서 끝까지 보기 힘들었어요. 결말도 똥싸다 끊은 느낌.
1,잘 보았습니다 굿 좋은영화입니당
0,한국인들의 이미지를 감독 멋대로 소비한 재미교포감독이 만든 스티븐연 흑역사
1,구구절절 등장인물의 과거를 설명하지 않고 관객이 추측하거나 상상하도록 해준것도 좋았고 결말을 열어 놓은 방식으로 끝낸것도 좋았다. 보통 열린 결말을 선택한 작품들은 뭔가 플롯이 헐겁거나 감독이 무책임한 경우가 다반사...
1,영상미도 좋고 잔잔한 울림이 있어요
1,정성스럽게 만든 영화입니다잔잔한데 지루하지 않습니다
0,윤여정이 아카데미 연기상 후보에 올랐다길래 얼마나 대단한 연기를 하는지 궁금해 영화를 보았다. 영화 끝나가는내내 뭔가 나오겠지... 뭔가 나오겠지.. 배우 하나가 미국에서 연기 후보에도 오르고 여기저기 기사화되고 떠...
1,"이민 가정이지만 일상의 우리의 가족 이야기. 담백하고 부담스럽지 않은 연출, 인물들에 대한 거리두기때문에 오히려 관객으로써 보기에 후반부에 감정선의 폭발이 어마무시하다. 편한 마음으로 갔다가 머리에 한대 맞은듯한 영..."
0,양놈들의 기준이 뭔지 소름이 끼칠정도...
1,미나리가 있는 곳에 뱀도 보이고 전재산을 불로 태운 뒤에도 남은 물이 키운 미나리.  누군가 지금 내곁에 있는 사람이 나를 일으켜 세워 치유한다.
1,한예리 배우님의 연기가 너무 좋았습니다. 감독의 자전적인 이야기라고 들었는데 그래서인지 울림이 컸어요.
1,"연출도 훌륭했고, 2021년 봤던 영화 중 손꼽을 것 같다. 이입되는 가족 이야기."
1,극찬할만한 작품이고 왜 그리 이슈가 되고 있는지를 알수 있었던 영화였습니다~잔잔한감동과 한국인의 정서가 한껏 반영된 느낌을 받았으며 배우들의 연기도 너무나 훌륭하였습니다~~
0,"고구마같은 영화. 재미는 당연히 없지만 교훈도 모르겠고 숨겨진 의미도 모르겠다. 미국시골보는거는 괜찮았고, 무계획 이민과 귀농의 위험성을 알려줘서 4점"
1,잔잔하게 이민정착기를 과장없이 있는 그대로  보여주어 오히려 깊이 공감 할수 있었습니다
1,'미나리'라는 희망.
1,빛나는 연기 면면들. 투명도를 유지하는 연출력. 덜하지도 더하지도 않은 서사
1,연기가 굉장히 섬세하고 음악이 아름다움. 자극적인 엔터테인먼트로 지친 사람들에게 좋은 영화인 것 같아요 조용히 혼자 감상하기 좋았습니다
1,"스토리,음악,장면들연기가 아닌 그들의 삶을그대로 보고 있는 느낌이 들었습니다. 다투는 장면,할머니 말투,냄새할머니와 데이빗의 시간들,부부끼리 다툼,갈등 모든 장면들이 너무좋았습니다~어렸을때,우리 엄마 아빠가 다투던 ..."
1,가장 보편적이지만 지금은 그렇지도않은...어쩌면 그동안 우리가 잊고 살았던 것을다시금 보여주는...
1,"미국에서 살아가는 이민가족의 이야기이지만, 미화 없이 현실적으로 겪는 어려움과 가족의 갈등을 잘 포현하여 가끔 웃기기도 하지만 가족의 소중함을 잘 알려주는 영화이다."
1,잔잔한데 잔잔하지 않은 영화
1,"미나리 나물처럼 담백한 영화.특수효과와 현란한 드라마가 많은 요즘의 헐리우드 영화들과 비교하면 단연 심심한 맛을 가진 영화입니다. 하지만 농업이라는 어려운 돈벌이 방법 (토양, 지리, 날씨 등 다양한 변수가 작용)을..."
1,재미있어요 마지막엔 눈물도 쪼끔 ㅎㅎ
1,잔잔하지만 감동이 있는 영화입니다.
1,미나리의 자생력을 통해 미국땅에서 가족의 애환을 이겨나가는 감동적영화네요 적극 추천합니다
1,"아, 아프다. 그리고 아름답다."
1,대한민국이 살기 좋은 나라임을 새삼스럽게 느낍니다...
1,스토리가 탄탄한 것은 아님 . 하지만 덕분에 많이 생각하게 되고 상상할 수 있어서 색다른 영화였다. 잔잔한 울림이 확실했고 따듯했다.
0,솔직히 미나리가 왜 이렇게 이슈되는지 모르겠음저는 킬링타임 영화도 아닐정도로 재미 없었음
1,우리나라 특유의 신파가 없어서 좋았고 배우들의 연기가 정말 다큐한편을 보듯 리얼했습니다
1,"영화가 끝난 뒤 한참을 말없이 걷게 만드는 영화입니다. 눈물이 나지 않지만, 먹먹한 영화. 나와 주변의 평범한 누군가의 이야기 같아요."
1,울 만한 구석이 없는데 영화 내내 좀 울었네요 재밌게 봤고 영상이 예뻐요
1,어디서든 잘 자라는 미나리처럼 우리도 꿋꿋하게 잘 살아가보자 라는 힘을 얻을 수 있는 영화였어요
1,엄청난 스토리는 아니지만 보는 내내 가슴이 뭉클 했다
