score,text
1,"잔잔한 영화였지만 감동을 주는 포인트가 있었습니다. 나중에 음미해보니 대사에 많은 함축적인 의미가 있었어요. 배우들의 연기도 인상깊었습니다.(특히 데이빗) 미나리, 어디서든 잘 자라죠. 그렇게 사람들은 꿋꿋이 살아갑..."
1,지루할 수도 있겠지만 저는 따뜻하고 참 좋았습니다...
1,특히 외국에 거주한 경험이 있으신 분들은 특별한 설명이나 장치 없이도 이 영화 그대로 이해가 될 것이라고 생각합니다 영화 보는 내내 마음 속 깊이 울림이 느껴지는 영화였어요
1,미나리가 먹고 싶네요.
1,기대 없이 봤는데 영상미와 음악이 더해져서 상영 내내 이상하게 눈물이 여러 번 났습니다. 이민을 가본 적이 없는데도 그립고 아련했어요.
1,그랜마 스멜스 라이크 코리아.
1,깊은 감정에 휩쓸리면서 보게 됩니다
1,어떤 환경에서도 잘 자라는 미나리처럼 할머니의 강인한 생명력이 데이빗가족에게 힘든 타향 미국에서의 삶을 미나리와 같이 뿌리내리게 했다. 영화 말미의 미나리가 풍성해진 모습이 데이빗가족의 타향살이가 더 순탄해질 것임을...
1,"코로나 시대에 가족이 무엇인지, 어떻게 해야하는지 등 희망을 보게 하고,한국인으로서 타국 땅에서 은근과 끈기, 자부심, 우방이자 동맹국&크리스찬 국가로서의 미국 등을을 느끼게 하는 감동적 스토리가 좋았어요~~^^"
1,잔잔한 호수에 큰 돌멩이를 던진듯한 파동이 느껴지는 영화였다 전체적으로 고요하고 잔잔한듯 하지만 영화를 보는 내내 음미하면서 해석하는 즐거움을 느꼈다 운수좋은날을 보는것같은 느낌..  그래도 가족들이 불행을 계기로 ...
1,이걸 지루하다고하고 이해못하는 사람들이 좀 많이 안타깝네요 . 보는 내내 아름다운 영상미와 소소게 진행되는 서사가 저 가족의 고된 하루하루와 그 속에서 피어나는 서로를 지탱해주는 강한 힘이  나에게까지 전달되어지는 ...
1,영화 처음부터 끝날 때까지 몰입해서 봤습니다.
1,"Beautiful storytelling, symbolism, music, and picture.This movie hit particularly close to home because I myself am a Ko..."
1,"기생충을 잘 '보았다'라고 한다면, 미나리는 잘 '들었다'가 된다. 술자리에서 거나하게 취해야만 나올 것 같은 그의 이야기. 몇번을 들어도 감탄스러울 그의 인생은 미나리처럼 향이 강해 호..."
1,뿌리 내리지 못한 트레일러와 같은 삶일지라도 가족이라는 공동체와 함께
1,잔잔하게 흘러가는대로 보기에 좋았습니다
1,기대한대로 잘봤습니다멋진 일요일의 마무리가 되었습니다:)
1,잔잔하게 잘 보고 왔습니다
1,"참 쉽지 않다 모든 게, 그래도 다시."
1,떠나가신 외할머니가 생각나서 미친듯이 울었다.... 집으로에 이은 한국적인 영화의 저력.... 엄청나다....
1,시간이 어떻게 지나간지모르게 몰입해서 봤어요. 눈물이 저절로 흐르는 영화네요.. 한번 더 보려구요
1,마음을 울리는....
1,중간중간 배우들의 인터뷰가 생각나는 영화였어요. 감독님의 어릴적 이야기를 기반으로 만들었다던데 디테일과 감정선이 잘 살아있었어요.
1,"지극히 한국적인 가족이야기를 신파로 풀지 않고 감동을 준다는 점, 깔끔한 연출, 과장되지 않은 연기도 좋았다"
1,코로나 사태에 코로나를 같이 걸렸는지 1년 넘게 정신 못차리고 알수 없는 후유증에 죽어가던 영화 산업계에 치료제를 투여한 영화.. 하지만 긴급승인 받은 치료제 같은 영화여서 그런가 마지막 20분이 사라진 것 같은 부...
1,"포기하고 싶었던 순간, 다시 일어나게 만든다.평생 기억하고 싶은 영화."
1,유학생활을 하고 외국에 살았던 경험이 있어서 그런지 그냥 먹먹하게 봤네요.  내용은 정말 사실적이에요.  진짜 울 할머니 생각나네요
1,정말 잔잔하게 교훈을 주는 미나리..
1,저는 저도 모르게 4분의 3박자 왈츠를 타며 관람했어요연출가분의어린 시절에 대한 향수 노스탤지어를잘 느낄수 있었던 아름다운 영화 였어요
1,연출과 몰입감이 좋았어요
1,담백하면서 묵직하다.
1,데이비사~~!딩동 부로큰!
1,힘든상황은 이겨내는게 아니라 함께 견뎌내 나가는 것 같다
1,잔잔하니 잘 봤슴다가족
1,좋네요 여배우들 연기가 매우 좋습니다한예리배우 앞으로도 더 많은 작품에서 보고싶습니다
1,"영상미, 음악도 탄탄한 구성에 덤..."
1,"나에겐 세상에서 가장 슬픈 영화.  결혼, 출산 후 느꼈던 나의 감정이 영화와 오버랩되면서 많은 눈물을 흘렸음. 지금도 가족이 지쳐서 거실에서 자고 있는 마지막 장면을 생각하면 짠함ㅠ"
1,담백한 유기농 다큐. 예상할 수 없는 현실
1,"지금 나에게 가장 필요한 영화...영화 끝나고 집에 오는 내내 멍하게 아... 너무 좋은데.. 를 되내이며 여운이 깊었어요..~대사 ,연기 모두 좋았고 저에게는 삶을 살아가는 방식에 대해 말해준 영화였어요.. 아~ ..."
1,미나리 영화 좋네요!!
1,자극적이지않고 우리들의 일상을 담은 영화입니다. 참 좋은 영화네요
1,제목이 미나리라는 점이 영화의 주제와 너무 잘 맞음. 연출과 영상미가 특히 좋았음. 연기는 살짝 아쉬운 점이 있으나 외국인들에게는 티 안 날 듯.
1,잔잔하고 영상과 음악도 좋았어요~ 데이빗과 할머니의 캐미 굿입니다!
1,‘가족’이란 일생을 미친듯이 괴롭히다가도 정작 미쳐버린 순간에는 서로의 품을 포개는 존재
1,아들 앨런킴이랑 윤여정의 연기가 인상 깊죠'할모니!'피피 맛은 어때여
1,"이 영화는 개인 경험의 정도에 따라 감동 또한 차이가 날 영화라 생각한다. 영혼까지 쓰라린 실패와 좌절을 경험하지 않았거나, 인생과 진지하게 마주해본 경험이 없는 사람에게는 무척 지루한 영화일 것이다. 나는 어머니를..."
1,왜인지 모르겠지만 눈물나  ㅠㅠ
1,영화 스토리 전개는 사건의 흐름 보다는 인믈들의 감정선에서 잔잔하게 흘러감.지루할 수도 있으나 뭔가 생각할 수 있는 메시지도 남아 있다.
1,너무 아름다운 영화였어요
1,누구에게나 일어날 끈끈한 가족이야기~^^
1,뭔가 사건이 있지않을까 조마조마하며 봤는데 잔잔해서 약간 지루한감은 있었지만 배우분들 연기가 먹먹하게 하네요 집에와서 계춘할망 다운받아서 왔어요
1,배우들의 연기가 좋다.  너무 요란하게 가족의 고통과 사랑을 표현하지 않고 잔잔하게 끌고가서 좋았다. 잔잔하지만 맛깔스런아역들의 연기와 할머니역 윤여정의 연기합이 좋아 지루하지 않다.  영상과 음악의 어울어짐 기억에...
1,미나리~~원더풀~~
1,개인적으로 결말이 사알짝쿵 아쉬웠다고 느꼈지만 잔잔하니 잘 보고 왔습니다!미나리라는 영화로 이민자 분들의 삶(?)을 간접적으로 느껴볼 수 있었습니다.  좋은 영화인 것은 분명하네요!
1,"화려함도 없고 기승전결의 카타르시스도 없어서 대단한 이야기가 아니라고 생각이 들지는 모르겠지만 마음깊이 치유되는 영화였다. 한국사람이라면 공감할만한 전형적인 한국정서의 영화였고, 순자할머니가 전해주는 메세지는 스스로..."
1,영화 제목에서 주는 뜻이 깊은 영화네요. 억척같이 적응해 그 환경에서도 뜻을 이루고자 하는 삶이 낯선 땅에서 더 막막하겠지만 그 선택에 책임을 갖고 노력하는 모습이 짠하면서도 애틋했어요. 가족이 있어 어려움에 좌절하...
1,영화에 나오는 모든 배우들의 명품 연기와 너무 따뜻하면서도 슬픈 정말 감동적인 영화였습니다.
1,한예리배우님연기 너무좋아
1,데이빗 그리고 가족의 성장영화..마지막은 리틀미스선샤인을 연상시킵니다
1,"열심히 가꾼 채소보다 스스로 자라는 미나리가 더 건강하듯이, 힘들게 애쓰지 않아도 그들은 잘 살아갈 것이다."
1,크게 기대안하고 갔는데 너무 좋았습니다.특히 윤여정 선생님과 남자아이의 연기는 정말 최고예요!
1,영화관에서 보기 전에 두번 봤고  개봉 첫날 영화관에서 세번째  봤다. 드디어 자막이 있어 완전한 이해를 할수 있었다. 세번을 보는데 영화가 더 재밌더라. 그리고 매번 같은 대목에서 울게 되더라. 감동적이고 좋은 영...
1,"메시지가 선명하게 느껴지는 영화는 아닐 수도 있습니다. 그럼에도 불구하고, 서로 다르지만 미나리처럼 성숙한 가족으로 자라가는 모습이 우리와 닮아 있어 마음 속에 오랫동안 남는 것 같습니다."
1,보이지 않는것이 더 무서운 법!   명심해라 나의 스트롱보이~~~
1,재밌어요 좋은 영화네요
1,우리가 각자 무엇을 위해 살아가든 우리는 가족 안에 있다.
1,개봉을 기다렸던 영화. 잘봤습니다.
1,“아름답고 보편적이다”라는 봉준호 감독님의 말이 와닿는 영화
1,참 좋았어요엥!여기서끝나?하는 생각이 들엇지만곰곰히 생각해보니 그런 열린결말이 여운있고 좋네오
1,"스토리가 중간에서 잘린 느낌, 좀더 진행된 이야기가 아쉬웠다."
1,이건 그냥 '우리' 영화다.
1,따뜻하고 편안하고 여운 남는 좋은 독립영화의 느낌. 자극적인 것을 원한다면 보지 말것
1,"순자의 대사가 떠오르는 결말이었다.싸움의 반복, 모든 걸 덮어버린 화..모든 게 사라진 듯 보이지만,보이지 않는 곳에서 얼기설기 이어진 가족이란 뿌리Minari is wonderful"
1,초록색과 햇빛으로 가득찬 ㅇㅏ름다운 영화였급니다ㅎㅎ딩동브로큰~~
1,"개봉일에 본 영화라 더 행복했고, 윤여정 선생님 뿐 아니라 스티븐 연, 모니카, 데이빗 등 모두 너무나 멋진 연기력으로 정이삭 감독님의 연출력과 함께 오랫동안 뇌리에 각인돼 있을 영화라고 생각합니다."
1,"참신했어요 내 얘기인 것 같이 공감 됩니다 부모와 자식으로 되물림되는 끝없는 고난과 희생, 사랑이 아프고 아름답네요"
1,사랑하는 가족을 위해 우리가 할수있는 노력
1,어디든 쉽지않은 삶을 살게되겠지만 어디서나 잘자라는 미나리처럼 가족이란 이름으로..
1,아름답다 진심으로 아름답다
1,진정한 행복에 대해 생각하게 만든다.
1,울림이 굉장히 크게 남았어요 .. 아직도 여운이 가시질 않네요 ..
1,꼭 영화관에서 보시면 좋겠어요 영상이 너무 예뻐요 ost도 한몫했던 것 같네요 마지막 윤여정 쌤 표정이 아직도 생생하게 기억나요 이민자의 삶을 다 이해할 순 없겠지만 보면서 눈물 한 바가지 흘렸습니다 모든 등장인물의...
1,기생충과 다른 잔잔한 물결
1,눈물이 적셔지는 영화입니다..
1,윤여정이라는 배우가 여우조연상으로 전세계를 휩쓸었다는 것에 확신하게 되었다
1,"많이 울었습니다. 그 시절, 낯선 땅에서 묵묵히 자리를 지켜왔던 모든 미나리들에게 바치는 헌사."
1,"많이 울었습니다. 그 시절, 낯선 땅에서 묵묵히 자리를 지켜왔던 모든 미나리들에게 바치는 헌사."
1,마음따뜻한 영화 만들어주셔서 감사해요
1,마음이 따뜻해지는 너무나 멋진 영화!마지막 크레딧 올라갈때 노래와 숲소리까지 좋았습니다.
1,진짜 너무 감동적인 영화에요 ㅠㅠㅠ
1,찐 맛집 영화네요 조미료를 첨가하지않은 깊은 맛집요 배우님들의 연기가요 그냥 넘 자연스러워 소름 감동 눈물요 코로나로 아픈시대에 오랜만 힐링요
1,To all our grandmas
1,눈으로 재미로 보는 영화가 아님! 가슴으로 보는 영화임! 내 어릴적 할머니를 떠오르게 하는 영화! 재미로 평점을 준다면 재미 없는 영화임!
1,정말 좋은 영화입니다. 감동입니다.
1,잔잔한 감동이 가슴을 때리네요
0,억지 감동과 억지 의미부여 ... 결말이 당황스러움
0,내가 수준이 낮은지 전달하고자 하는 내용을 모르겠네.. 비중도 작은데 여우주연상은 왜?
0,한국인이싫어하는결말 싫어하는 속도 외국인들이 이런영화에 상을주다니 ㅋㅋ
0,보고나면 짜증나는 영화
0,"영화의 내용 에서는 무엇 때문에 남자 배우 들만 노출 하나요? 영화 감독은 여자 배우들 몸매에 관심이 없나요? 영화 감독이 보았을 때 가난한 사람, 부유한 사람 이라는 대사가 꼭 필요 한가요? 농담 스타일로 물어보는..."
0,연출과 연기가 훌륭하고 많은 사람들이 공감할 좋은 영화라고해도 지나치게 지루하고 인간극장보다 몰입도가 낮은 영화라는게 함정
0,그닥별로.. 내가 공감능력이 떨어지는건가? 평점이 웨이리높지..?
0,극찬하는 이유를 모르겠음... 알맹이가 없는 영화.
1,미국 이민시 초기 정착의 궁핍함이 공감 됩니다 그래도 미나리 처럼 곧 뿌리를 내리고 무럭무럭 자라듯이 이민자들이 자리를 잡습니다.
1,감동이있는영화였어요
0,재미도 없고 감동도 없고 그냥 뭐 어쩌라고 이런 느낌 `-´
1,"나는 솔직히 .. 너무 좋았는데.. 처음에 나오는 그 인물과 풍경에 대한 영상미가 뭔가 ,, 웰메이드겠다 하는 느낌왔다아이부터 할머니, 이웃까지 모두의 연기가 너무좋았고 마지막까지 모두의 사정과 마음이 이해가 갔다나..."
0,진짜 너무 지루함 시간이 너무 오래가는거 같고 영화 내용이 확실하지않아 이해가 잘 안감
0,상을 왜 수상했는지 도무지 이해할수 없는 영화. 내용도 뻔하고. 부부싸움을 할때 발음이 어색해서 몰입도가 떨어지는 영화.
1,정말 별 이야기가 없는데 그 잔잔함 속에 가슴 깊숙히 스미는 감정이 뭉클한 영화입니다. 책 한 권을 읽은 것 같은 기분이 듭니다. 기대를 많이 하고 보았지만 기대이상으로 좋았습니다.
0,일기는 일기장에 써주세요.상업 영화로 만들거면 최소한 캐릭터성은 명확하게 설정해주시고 복선은 좀 챙겨주세요. 영화의 완성도는 미나리마냥 심어놓고 잊어버리면 알아서 자라지 않습니다.
0,너무 재미없음 ㅜ 영화보다 자꾸 화장실갔다옴
0,말하고자 하는 바를 잘 모르겠어요
0,공감하기 어려운 영화였음
0,지.루.하.다.재.미.없.다.
0,영화과에서 보는거 추천이요                                     나만 당할 순 없잖아 ㅎ
0,진짜 별로!!저 로그인 안했다고 리뷰 다 치고 로그인하던 도중에 리뷰 다 날라갔는데 진짜 진짜 비추인거 꼭 알려야한다고 다시 타이핑 중이에요. 진짜 진짜 전 이 후기가 왜 좋은지도 모르겠고 너무 루즈해요. 색감도 이...
1,우리나라도 이러한 잔잔한 영화가 대중적으로 인기가 있을 수 있는 수준이 되었구나 하는 생각이
0,"기생충과 정반대의, 그러니까 ""보편적""인, 올드하고 순박한 미국인들의 취향으로 꽤 신비로운 오리엔탈리즘을 충족시켜주는 갑다. 옛날에 동산에서 쫓겨난  아담과 이브의 뒷얘기인데 여기엔 예수와 한국마녀가 ..."
1,따뜻한 가족애를 느낄 수 있는 훈훈하고 재미있는 영화. 강추^^!!!
1,초기 이민가족의 어려움과 가족사랑의 감동영상과 연기 모두 뭉클
0,잔잔하지만 생각이 많아지는 작품. 소소하지만 본질을 보여주는.
0,"너무 재미없었어요.본게 너무 후회 되네요.내용이 무슨 내용인지도 모르겠고, 이해도 잘안되네요."
0,???그다지 상 받을 작품인건가전 세계가 열광 할 정도는 아닌것 같지 않은데?지루하고 그냥 그런 영화너무 과대광고로 현혹하는것은 아닌가 싶습니다연기자들도  그냥 평범한 연기력에 너무 뒷 바침한 미국 영화 아닐까요
0,내가 책이랑 벽을 쌓아서 그런지 뭔지 그냥 농사 현실편을 2시간에 걸쳐 풀어놓은거같음그냥 그게 끝 시작에 영화보정받아서 집 인테리어 된거 정도..?
0,윤여정..이분이 여우조연상 을 탔다는게 참이해할수가 없는 부분이다.무슨연기를 얼마나했길래?ㅎ 아무리 이해할려고 해도 도저히 이해불가닼ㅋ 암튼 영화 스토리도 연출도 다 별로여서 실말스럽고 연일 매스컴에서 극찬을 했던건...
0,진짜 내가 여태봤던 영화 중 최악.. 나갈뻔 지루함의극치
0,22년 인생 영화 보면서 절대 안 자겠다는 신념을 가진 어른이었지만 이 영화.. 절대 안 잘 수 없습니다 심지어 결말도 허무하고 평점이 왜 이리 높은지 모르겠네요...? 하하
0,진짜노잼상영내내 너무 기댓했나?공감  내용 ...
0,"어제 부모님과 보러 갔다 왔고, 제가 봤던 영화 중에 손가락 안에 들 정도로 최악의 영화였습니다. 스토리가...결말이.. 정말 이게 뭔가 싶네요... 그래도 잔잔한 분위기와 전체적인 색감이 아름다웠고, 윤여정 배우의..."
0,미국 시골 들판에 뭔가 적적한 분위기가 좋긴했는데그게 전부에요. 스토리 보고가실거면 그냥 집에서 낮잠 때리시는게 씹이득입니다....
1,아 할머니가 너무불쌍해.. 울할머니생각나서 눈물너무많이나더라. 농장말아먹은것쯤이야 가족한텐 극복할수있는 위기지.. 근데 자식이 최우선인 할머니한텐 극복할수 없는 비극이잖아..
1,너무너무재미있게봤어요~~~
1,"잔잔하니 좋았습니다만, 내용이 부족해서 아쉬웠습니다"
1,할머니랑 추억이 있는 사람은 오열할수도;;
1,잔잔하게 여운이 남는. 아름다운 영화네요연기자분들의 자연스러운 연기도 좋았습니다
1,윤여정배우님의 마지막 눈빛 하나만으로도 왜 여우조연상을 받는지 알수 있습니다 영화는 미나리처럼 특별함이 없지만 모두가 공감할수 있는 가족애 등의 정서로 마지막까지 이어집니다
1,"데이빗이 그 어떤 것보다 값진 뜀걸음을 내딛을 때, 내 마음도 쿵쿵 뛰었다"
1,엔딩크레딧 다 보고 영화관 나와서 지하철 타고 오는 내내 먹먹했습니다. 일어날수가 없었어요. 훌쩍훌쩍 우는 사람은 없었지만 눈가를 닦는 사람은 봤습니다. 딱 그렇게 됩니다. 한 사람의 꿈과 좌절과 다시 일어서는 모습...
1,"전체적으로 잔잔함. 이민 후 가족의 정체성, 미국에서의 성공에 대한 부단한 노력, 그리고 아들의 건강. 이 모든 것들이 미나리라는 소재와 연결된다는 점이 흥미로웠음. 마지막 장면이 인상깊었음. 만약 아버지가 대농장을..."
1,재미있고 강한 스토리전개는 아니지만잔잔하게 느껴지는 감동의 깊이랄까느린듯 빠른 진행도 있고암튼 호불호의 층이 다를꺼같아요윤여정배우가 젤 인상적입니다
0,줄거리도 흥미롭지 않고 배우의 연기도 이전만 못합니다. 브래드 피트의 힘만 느껴집니다.
0,스토리도 엉망이고 연기도 특별할거 없고 이런 영화가 왜 고평가인지 모르겠네요
0,무엇을 주려했는지 모르겠다마지막도 무슨 말인지 모르겠다감성적인 사람은 어떻게 받아들일지 모르겠다하지만 일반인인 나에게는 어떻게 받아들여야하는지 영화를 보고 나오며  허탈과 허무함을 그냥 한마디로 지지리 재미없어서 돈...
0,"기대했는데 진짜 별로였어요,.. 영화를 만든 이유나, 전달하고자 하는 게 뭔지 전혀 느끼지 못했어요. 그냥 다큐 보는 느낌.. 결말도 없고 진짜 보지 마세요.."
0,1개도 아깝다. 스토리에 어떤 감동도 재미도없고 영화평론가들은 대중들의인식을 쫓아가지못한다. 이걸 9천원주고 볼바에야 그돈으로 넷플릭스 한달 결제를해라. 뜬금없는 전개도많고 갑분치매도 뭐이며 갑분 심장병 낫는건 또 ...
0,별로인데 왜들 이렇게 호들갑이지
0,외국어 영화상 받은거에 만족...그 이상은 아님...
1,"배우들의 연기와 영상미, ost 모두 잔잔한 울림이 있는 영화 였어요. 마지막에 데이빗이 할머니를 향해 뛰어가는 장면이 가장 기억어 남아요."
1,재미져요 여자친구랑봤는데 시간가는줄 모르고봤네요가족이랑같이봐도 좋을거같네요
1,가족이 하나되는 모습이 좋았습니다
1,가족이 하나되는 모습이 좋았습니다
1,잔잔한 감동이 가슴을 때리네요
1,모처럼 가족들이 남녀노소 함께 공감할수있었던 영화였습니다 따듯함과 감동 현실적 공감도 느낄수 있었고 영화상영 내내 이민가서 사는 사촌동생가족과 이모가 생각나서 기쁘고 슬펐네요 배우분들 연기도 너무좋았고 데이빗과 윤선...
0,재미없었어요 너무 뻔한 이야기라서요..비추천
0,배우들의 연기력은 정말 높은 수준이지만.... 내용자체가 그냥 외국인이 한국인을 바라보는 클리셰의 모음집 정도 밖에 안됐던것 같습니다ㅠㅠ
0,이거 볼바엔 무한열차 봄
0,내가 이상한걸까 평점이 왜이렇게 높은지 모르겠다
0,지금까지 본 영화 중 돈이 제일 아까움
0,나는 연기를 하고 있어요 느껴지는 배우들  대사 영상미도 그져 그렇고 스토리도 엉성하고
0,스티븐연 한국비하하고 욱일기찬양하는사람이에요 https://n.news.naver.com/entertain/article/144/0000716469 아직정신못차렸어요
0,ㅎ 영화를 찍다 말고 대충 개봉한 영화. 정말 저렴하게 만든 영화.  50%티켓 환불 받고 싶은 영화임.
0,"혹시나 했지만 정말 뒤,지,게 재미없음. 한국계 교포/이민자들의 애환을 풀어낸 것도 아니고, 그렇다고 해서 '할머니' 라는 캐릭터가 등장인물 전체에게 가족이라는 의미를 부여하는 역할을 해내는 것도 아님..."
0,제발 이제 제작비하고 영화 표값 하고 조절해서  받으면 안되냐??  진짜 만3천원이 뉘집 애이름도 아니고 천불난다.
0,ㅈ노잼 이따구로 만들거면 왜 영화로 내냐? 소설로 내지
0,스티븐연 아직도정신못차렸어요 욱일기를아직도 찬양하다니 미친거같다
1,보는내내 우리 할머니 생각이 계속 났습니다 잔잔하고 먹먹하게. 이번 할머니 생신때는 사진이든 영상이든 많이 남겨보려합니다
1,"연기,연출 좋은영화입니다"
1,너무재밌어요한번봐요
1,전체적으로 이야기를 끌어가는게 좋았다
1,잔잔하게 감동적 입니다.
1,자연스럽고 감동적입니다
0,내 인생 최악의 영화. 승리호보다 정확히 50배 재미없음
0,뭘 말하려는 영화인지 모르겠음. 그냥 난해해서 상받았나..?
1,보고 나오는 길에 도대체 하고자 하는 말이 무엇이냐는 투덜거림을 들었다. 엔딩을 보고서도 어깨를 들썩이며 눈물을 떼지 못한 나는 그게 부러웠다. 이 영화의 의미를 모른다면 그건 그것대로 부럽다. 알겠다면 또 안다면 ...
0,난해하다...평점이 왜 이리 높지? 중간에 영화관 나갈뻔...지루하고...감동도 그닥 없고...뭘 말하고자 하는지도 모르겠고...
1,최고...연출 연기 완벽햇어요 사랑해요 정이삭 감독님
1,"연기도, 영상도, 음향도, 조명도, 모두 훌륭한 영화여서 모처럼 즐겁게 관람했습니다."
1,삶에 대한 깊은 통찰이 미니멀한 스토리에 유려하게 녹아있는 영화
1,잔잔하게 보기 좋은 영화입니다
0,21년도에 본 영화중 가장 재미없고 감동도 없고 졸리고 영상미는 뭐가 있는지도 모르겠고 음향도 전혀 모르겠고 왜 상을 받았는지 조차도 이해가 잘 안가는 그런 영화 어벤져스와 동일한 티켓값이라는게 아깝다고 느껴졌던 그...
0,미나리 둣부분의 의미가?
0,ㅜㅜ 기대와달리 실망했어요외국분들의관점과 우리나라관점과는다른듯ㅜ
1,""" 미나리=희망 ""제 개인적인....생각입니다...."
1,지금 우리에게 필요한 영화
0,재미도 없고 감동도 없고 이딴 영화를 해외에선 무슨 상을 주고 ㅡㅡㅋ솔직히 국내개봉하면 묻힐 영환데 일부러 해외에서 먼저 개봉하고 별 쓸데없는 시상식 올려서 상 받게하고 한국에서 개봉 ㅋㅋㅋㅋ노잼
0,"진짜별로,.. 잔잔한 영화가 주는 아름다운? 그것조차도 없음. 정말 쓰레ㄱ ㅣ 영화. 처음시작할 때의 웅장한 ost 30초가 가장 좋은 파트였다."
0,엄마랑 보러 갔는데 둘다 욕하고 나왔다. 뭘 말하고 싶은건지도 모르겠고 이야기 흐름도 뜬금없고 억지스럽고..에효..엄마도 잔잔한 영화 좋아하시는 편이고 혹평 잘 안하시는 분인데도 지루하고 돈아깝다고 ..너무 아니네요...
1,"어느 것 하나 계획대로 되는 일이 없는 우리의 삶을, 일상을 영화는 한 가족의 삶에 빗대어 보여줍니다. 잔잔한 일상의 모습을 한 드라마.보는 내내, 끝나서까지도 계속해서 생각을 하게 만드는 영화입니다. 각자의 상황에..."
1,70년대 이민 가족 뒤에 있는 힘듦을 본 가슴 아픈 우리의 역사가 보여 마음이 무거우면서 역경을 이겨내는 따뜻한 가족을 통해 뭉클함이 느껴진 영화
1,왜 그녀가 오스카상을 거머줬는지 알겠다.
1,시대적 필름을 잘 담았다고 생각해요.아역부터 모든 배우들이 현실적인 연기를 너무 잘 해줘서 그런지 몰입도가 높았고너무 슬프지도 않고 위트있고 감동적인 영화였어요. 오랜만에 웃고 울었던 영화였네요.
1,아기 낳고 친정엄마가 많이 도와주셨는데 전 많이 울었어요ㅠㅠ한국정서를 잘 표현해 준 영화라 생각해요  그래서 외국에서 이 영화를 봤을때 또 다른 감동이 더 컸을거 같네요딸래미 걱정되서 미국행 쉽지 않았을텐데 딸 걱정...
1,부부와 가족의 이야기를 잘 담아 냈네요. 과하지 않으면서 잔잔하게 울림을 주는 영화입니다.
1,약간 지루한 한국식 영화일 거라는 선입견으로 별 기대없이 보다가 점점 빠져들었네요. 웃다가 울다가 먹먹한 엔딩으로 여운이 깊게 남습니다. 담담한 감독의 연출에  배우들의 연기도 빛납니다.
1,영화 잔잔하고 좋았습니다^^
1,배우들의  진정성있는  연기가   인상 깊은 영 화였습니다  !!  특히  데이빗의 연기가  참 좋네요  ~  할머니  연기는 말할 필요도  없구요  !!
1,"잔잔한 스토리와 절제된 연기력, 하지만 자꾸기억이 나는 영화에요"
1,좋은영화네요. 소중하고 가치있는건 공들이지않아도 항상옆에있어요
1,정말 가슴 먹먹해지는 명작이네요
1,미국 이민자들 그들이 사는 자연은 아름답기만 한데 삶은 왜 이리도 고달팠을까. 할머니를 향해 달리는 손자의 모습에서 눈물이 났습니다.
1,좋아요~ 영화 추천합니다.
1,개인적으로 이주민이거나 이민간 가족이 있다면 눈물콧물 주의.. 잔잔한 음악과 영상미가 그시대의 향수를 불러일으켜요. 캐릭터마다 실제 내 이웃인듯 정감가네요. 보고나서 자꾸 생각나는 영화인것같아요. 엔딩크레딧에 나오는...
0,배우들 발성이 웅얼웅얼.. 뭐라는지도 잘 모르겠고 뻔한 결말.. 윤여정님 때문에 너무 고평가된 듯
1,미나리영화장면이 슬프고 우리할머니생각이나네요영화대박났으면좋겠습니다
1,미나리영화장면이 슬프고 우리할머니생각이나네요영화대박났으면좋겠습니다
1,미나리영화장면이 슬프고 우리할머니생각이나네요영화대박났으면좋겠습니다
1,문재인대통령 되고나니까 나라가 세계적으로 엄청나게 잘나가는구나.. 이래서 대통령을 잘뽑아야 돼
1,마지막 엔딩을 위한영화. 모든 재앙이 와서야 뚜렷히 본질을 볼수있음을.
1,다행히 지루하지 않음 잔잔함
1,불신과 세속으로 얼룩진 가장의 삶이 현대인의 삶을 닮았다. 원죄를 짊어지고 비난과 멸시의 길을 걷는 주변인들과 묵묵히 희생하는 가족의 대속을 통해 차츰 은혜로움을 깨달아가는 가장의 변화 역시 미나리를 통해 정이삭이 ...
1,"미나리가 왜 상을 받았을까? 궁금증을 해결하기 위해 영화를 봤다.한국인이 미국이라는 오지에서 농사를 짓는 모습이, 미국인들로 하여금, 자신들의 험란했던 미국 서부개척을 연상시키지  않았을까? 감정의 샘을 터트린 것이..."
1,미나리~ 미나리~ 미나리~ 나리~ 나리~ 미나리~ 원더풀~ 미나리~
1,단순하고 정확하게 감성을 폭발시키는 가족 드라마.
1,영상의 디테일한 정서에 쑤욱 동참하게 하는 음악이 참 인상깊었습니다. 줄거리와 연기는 두말할 나위 없이영화와 친하지 않은 저는 소문듣고 왔는데 잔잔하지만 강렬하다는 생각도 엔딩이 참 내용과 너무 어울린다라는 생각도 ...
1,그냥 일반 가족들이 살아가는 일상인거 같지만 뭔가를 다시한번 생각하게 만드는거 같은 그런 영화... 실제 어렸을적 할머니를 생각나게하는 현실적 외할머니의 연기가 쵝오...  그러나 엔딩이 어떤 의도였을까를 또 생각하...
1,"평점이 그냥 그래서 안보려다 봤는데 .... 하이런게 영화 아니겠습니까 ㅡ 라고 평점 남기신 분, 정말 찰떡 표현이세요..."
1,지루하다는 평이 많아서 정말 기대안하고 혼자 조용히 봤는데 처음부터 전 지루할 틈이없이 몰입해서 보면서 나도모르게 눈물이 주루룩..주인공들처럼 앞이 막막하기도 하고 가슴졸이기도 하고 엄마생각도 나고..아름다운 영상과...
1,스토리가 현실적이구 조아요~^^*미나리짱.
